Front,Back,Week,Status,Frequency,PartOfSpeech
German for: on (উপর বা চালু),auf | plural: — | IPA: ˈaʊf | Die Kinder spielen auf der Straße. | The children play on the street. | বাংলা সহায়তা: “উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,active,very common,preposition
German for: seat (আসন); include article and plural,"Platz | plural: -ä, e | IPA: dɛɾ plˈats | Tut mir leid, der Platz ist besetzt. | I’m sorry, this seat is taken. | বাংলা সহায়তা: “আসন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: seat (আসন); include article and plural,"Platz | plural: -ä, e | IPA: dɛɾ plˈats | Bitte nehmen Sie Platz! | Please take a seat! | বাংলা সহায়তা: “আসন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: square (চৌকো); include article and plural,"Platz | plural: -ä, e | IPA: dɛɾ plˈats | Ich wohne neben dem Platz. | I live next to the square. | বাংলা সহায়তা: “চৌকো” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: chips (ফ্রেঞ্চ ফ্রাই); include article and plural,Pommes frites (pl.) | plural: — | IPA: diː pˈɔməs frˈiːtəs | Die Kinder essen Hähnchen mit Pommes frites. | The children are eating chicken and chips. | বাংলা সহায়তা: “ফ্রেঞ্চ ফ্রাই” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: post office (ডাকঘর); include article and plural,"Post | plural: — | IPA: diː pˈɔst | Wo ist die Post, bitte? | Where is the post office, please? | বাংলা সহায়তা: “ডাকঘর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: post / mail (পোষ্ট); include article and plural,Post | plural: — | IPA: diː pˈɔst | Ist Post da? | Is there post? | বাংলা সহায়তা: “পোষ্ট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: postcode (ডাক কোড); include article and plural,Postleitzahl | plural: — | IPA: diː pˈɔstlaɪtsˌɑːl | Wie ist Ihre Postleitzahl? | What is your postcode? | বাংলা সহায়তা: “ডাক কোড” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: internship (ইন্টার্নশিপ); include article and plural,Praktikum | plural: — | IPA: das pɾˈaktiːkˌʊm | Ich mache ein Praktikum bei Siemens. | I am doing an internship at Siemens. | বাংলা সহায়তা: “ইন্টার্নশিপ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: practice (অভ্যাস); include article and plural,Praxis | plural: — | IPA: diː pɾˈaksɪs | Die Praxis ist ab acht Uhr geöffnet. | The practice is open from 8 am. | বাংলা সহায়তা: “অভ্যাস” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: problem (সমস্যা); include article and plural,Problem | plural: -e | IPA: das pɾoːblˈeːm | Mein Problem ist die Sprache. | My problem is the language. | বাংলা সহায়তা: “সমস্যা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: brochure (তথ্যপুস্তিকা); include article and plural,Prospekt | plural: -e | IPA: dɛɾ pɾoːspˈɛkt | Bitte schicken Sie mir einen Prospekt von Ihrem Hotel. | Please send me a brochure for your hotel. | বাংলা সহায়তা: “তথ্যপুস্তিকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: sharp (ধারাল),pünktlich | plural: — | IPA: pˈʏŋktlɪç | Der Bus fährt pünktlich um acht Uhr. | The bus leaves at 8 am sharp. | বাংলা সহায়তা: “ধারাল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: punctual (সময়নিষ্ঠ),pünktlich | plural: — | IPA: pˈʏŋktlɪç | Herr Müller ist immer pünktlich. | Mr Müller is always punctual. | বাংলা সহায়তা: “সময়নিষ্ঠ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,adjective/adverb/other
German for: to cycle (চক্র),Rad fahren | plural: — | IPA: rˈɑːt fˈɑːrən | Das Kind kann schon Rad fahren. | The child can already ride a bike. | বাংলা সহায়তা: “চক্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,verb
German for: to smoke (ধূমপান করা),rauchen | plural: — | IPA: rˈaʊxən | Ich rauche nicht. | I don’t smoke. | বাংলা সহায়তা: “ধূমপান করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,verb
German for: bill (বিল); include article and plural,"Rechnung | plural: -en | IPA: diː rˈɛçnʊŋ | Die Rechnung, bitte. | The bill, please. | বাংলা সহায়তা: “বিল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,active,very common,noun
German for: rice (ধান); include article and plural,Reis | plural: — | IPA: dɛɾ rˈaɪs | Ich esse gern Reis. | I like eating rice. | বাংলা সহায়তা: “ধান” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,very common,noun
German for: tour guide (পর্যটক গাইড); include article and plural,Reiseführer | plural: — | IPA: dɛɾ rˈaɪzeːfˌyːrɜ | Unser Reiseführer heißt Peter. | Our tour guide is called Peter. | বাংলা সহায়তা: “পর্যটক গাইড” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,common,noun
German for: to repair (মেরামত),reparieren | plural: — | IPA: rˌeːparˈiːrən | Er hat das Fahrrad repariert. | He repaired the bicycle. | বাংলা সহায়তা: “মেরামত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,common,verb
German for: repair (মেরামত); include article and plural,Reparatur | plural: — | IPA: diː rˈeːparˌɑtuːɾ | Die Reparatur ist sehr teuer. | The repair is very expensive. | বাংলা সহায়তা: “মেরামত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,common,noun
German for: reception (অভ্যর্থনা ডেস্ক); include article and plural,Rezeption | plural: — | IPA: diː rˌeːtsɛptsɪˈoːn | Fragen Sie bitte im Hotel an der Rezeption. | Please ask at the hotel reception. | বাংলা সহায়তা: “অভ্যর্থনা ডেস্ক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,common,noun
German for: to smell (গন্ধ),riechen | plural: — | IPA: rˈiːçən | Dieser Wein riecht gut. | This wine smells good. | বাংলা সহায়তা: “গন্ধ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,common,verb
German for: quiet (শান্ত),ruhig | plural: — | IPA: rˈuːɪç | Ich möchte ein ruhiges Zimmer. | I would like a quiet room. | বাংলা সহায়তা: “শান্ত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,active,common,adjective/adverb/other
German for: juice (রস); include article and plural,Saft | plural: — | IPA: dɛɾ zˈaft | Möchtest du einen Apfelsaft? | Would you like an apple juice? | বাংলা সহায়তা: “রস” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,recognition,common,noun
German for: to say / tell (বল),"sagen | plural: — | IPA: zˈɑːɡən | Sag mal, wie geht es dir denn? | Tell me, how’s it going? | বাংলা সহায়তা: “বল” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,recognition,common,verb
German for: salad (সালাদ); include article and plural,Salat | plural: — | IPA: dɛɾ zalˈɑːt | Wie schmeckt dir der Salat? | How does the salad taste? | বাংলা সহায়তা: “সালাদ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,5,recognition,common,noun
German for: salt (নুন); include article and plural,"Salz | plural: — | IPA: das zˈalts | Entschuldigung, kann ich bitte das Salz haben? | Excuse me, can I have the salt please? | বাংলা সহায়তা: “নুন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",5,recognition,common,noun
